AS - 'A Street' - Total Entries: 1,,,,,,,,,,,
2,SM,925,Ethan Fudge,2000 Subaru 2.5RSTI,SCNAX,50.228,50.756+1,50.180+1,46.325,46.325,2.126
SSM - 'Super Street Modified' - Total Entries: 1,,,,,,,,,,,
1,SSM,647,Doug Johnson,2017 Chevrolet Z06,,55.475+1,52.362,50.499,49.121,49.121,-
P1 - 'Prepared 1 (indexed)' - Total Entries: 2,,,,,,,,,,,
1,DP,67,Robbie Robinson,1967 Lotus Elan,,45.965+DNF,46.711+DNF,50.524+2,46.158,39.926,[-]0.118
2,DP,167,Darlene Pittman,1967 Lotus Elan,,48.641+1,46.294+1,44.105+DNF,43.292+DNF,40.044,0.118
SU - 'Street Unlimited' - Total Entries: 1,,,,,,,,,,,
1,SU,98,John De Vries,1994 Chevy Corvette,SCAT,62.232,60.631,59.151,58.662,58.662,-
CAMC - 'CAM-Contemporary' - Total Entries: 3,,,,,,,,,,,
1,CAMC,856,Will Flores,2017 Chevrolet Camaro 1LE,SCNAX,47.788,46.51,46.272,45.856,45.856,[-]0.763
2,CAMC,562,Chris McDaniel,2019 Chevrolet Camaro 1le,,49.301,50.280+1,47.305,46.619,46.619,0.763
3,CAMC,111,Jonathan Rose,2019 Ford Mustang GT,,52.03,52.652+1,50.077,49.613,49.613,2.994
CAMT - 'CAM-Traditional' - Total Entries: 10,,,,,,,,,,,
1,CAMT,180,Mike Hogate,1971 Chevrolet Camaro,SCNAX,47.966,47.035,46.134,45.127,45.127,[-]0.655
2,CAMT,663,Chris Humphreys,1973 Chevrolet Camaro,,48.353+1,46.698,46.28,45.782,45.782,0.655
3,CAMT,14,Bry Morris,1971 Ford maverick,DCCSD,50.356+1,50.055+2,46.875,46.669,46.669,0.887
4,CAMT,60,Jim McNeill,1971 Chevrolet Camaro,,48.653,46.857,47.289,46.772,46.772,0.103
5,CAMT,540,Fred Fogerty,1971 Chevrolet Camaro,DCCSD,48.308,48.732,46.949,47.133,46.949,0.177
6,CAMT,208,Austin Bittle,2003 Ford Mustang,,49.624,50.385+1,48.992+1,50.159+1,48.992,2.043
7,CAMT,185,Scott Chamberlain,1985 Ford LTD LX,,52.625+1,49.189,53.456+2,50.328,49.189,0.197
8,CAMT,59,Joe Roach,1966 Plymouth Barracuda,,53.505,52.613,52.337,50.781,50.781,1.592
9,CAMT,214,Kraig Carson,1971 Chevrolet Camaro,,58.609,54.011+DNF,52.751,52.444,52.444,1.663
10,CAMT,303,Austin Monteverde,1955 Ford F100,,58.509,57.877,55.770,60.382,55.77,3.326
XS - 'Xtreme Street (indexed)' - Total Entries: 6,,,,,,,,,,,
1,EV,369,Jonathan Bickford,2020 Tesla Model 3 performance,,47.731+1,47.174+1,49.825+2,47.633+1,39.39,[-]0.502
2,XB,251,Mark Mervich,2006 Mazda Miata,SCAT,51.119+2,47.026,50.760+2,46.877,39.892,0.502
3,XA,38,Richard Senior,2016 Porsche GT4,SCNAX,50.097+1,47.975+1,47.986+1,49.240+2,40.395,0.503
4,XA,718,Seth Maheu,2022 Porsche 718 GT4,,49.307,48.631,48.3,47.997,40.413,0.018
5,XA,808,Dennis Trevino,2019 Honda Civic Type R,SCNAX,53.746+3,47.373+DNF,48.294+1,50.378+2,40.663,0.25
6,XA,131,Andrew Hollands,2012 Subaru WRX,SCNAX,55.858,52.255,52.098,50.768,42.746,2.083
M1 - 'Modified 1 (indexed)' - Total Entries: 2,,,,,,,,,,,
1,FM,143,Jeff Kiesel,2020 KFR Turbo Sprite,,42.889+1,45.741+3,39.632,42.962+2,35.985,[-]3.837
2,DM,17,David Laird,1962 Lotus Super7,DCCSD,46.425,47.571+1,46.906+1,44.346,39.822,3.837
PAX - 'PAX (indexed)' - Total Entries: 1,,,,,,,,,,,
1,FM,94,Zak Kiesel,2021 KFR Ebon Hawk,,41.322,45.407+DNF,42.427+1,40.210,36.51,-
PAXL - 'PAX Ladies (indexed)' - Total Entries: 1,,,,,,,,,,,
1,EM,43,Shawn Kiesel,2020 KFR Turbo Sprite,,49.491+1,44.516+1,41.765,41.415,37.646,-
